location,latitude,longitude,nearest_airport,full_address
Eganville,45.5406943,-77.1004317,YTA,"Eganville, Bonnechere Valley, Renfrew County, Eastern Ontario, Ontario, K0J 1T0, Canada"
Murdochville,48.9602792,-65.4958325,YGP,"Murdochville, La Côte-de-Gaspé, Gaspésie–Îles-de-la-Madeleine, Québec, G0E 1W0, Canada"
Saint-Prosper (Les Etchemins),46.211675,-70.481071,YQB,"Saint-Prosper, Les Etchemins, Chaudière-Appalaches, Québec, G0M 1Y0, Canada"
Burnaby,49.2433804,-122.972545,CXH,"Burnaby, Metro Vancouver Regional District, British Columbia, Canada"
Grosse-Île,47.6003949,-61.5212766008932,YGR,"Grosse-Île, Communauté maritime des Îles-de-la-Madeleine, Gaspésie–Îles-de-la-Madeleine, Québec, Canada"
Drake,51.7461489,-105.012433,YXE,"Drake, Division No. 11, Saskatchewan, Canada"
Lennoxville,45.3661982,-71.8564428,YSC,"Lennoxville, Sherbrooke, Estrie, Québec, Canada"
Saint-Alphonse,45.325599,-72.8088,ZBM,"Saint-Alphonse-de-Granby, La Haute-Yamaska, Estrie, Québec, J0E 2A0, Canada"
Tweed,44.4764863,-77.3119649,YTR,"Tweed, Hastings County, Central Ontario, Ontario, Canada"
Fall River West,44.8067658,-63.6383615,YHZ,"Fall River West, Fall River, Halifax Regional Municipality, Halifax County, Nova Scotia, B2T 1G5, Canada"
Ham-Nord,45.903208,-71.6459751,YSC,"Ham-Nord, Arthabaska, Centre-du-Québec, Québec, G0P 1A0, Canada"
Saint-Alexis-de-Matapédia,47.9707027,-67.0499974,YCL,"Saint-Alexis-de-Matapédia, Avignon, Gaspésie–Îles-de-la-Madeleine, Québec, G0J 2E0, Canada"
Smooth Rock Falls,49.2768,-81.6311885,YCN,"Smooth Rock Falls, Cochrane District, Northeastern Ontario, Ontario, P0L 2B0, Canada"
Rocky Mountain House,52.38196845,-114.91205773182915,YRM,"Rocky Mountain House, Alberta, Canada"
Sainte-Anne-de-Sabrevois,45.2067857,-73.2294969,YJN,"Sainte-Anne-de-Sabrevois, Le Haut-Richelieu, Montérégie, Québec, J0J 2G0, Canada"
Covehead,46.3819849,-63.125144,YYG,"Covehead, West Covehead, Rural Municipality of North Shore, Queens County, Prince Edward Island, C0B 1N0, Canada"
Spring Valley,46.5108191,-63.6207171,YSU,"Spring Valley, Rural Municipality of Malpeque Bay, Prince County, Prince Edward Island, Canada"
Saint-Lambert-de-Lauzon,46.58671,-71.213379,YQB,"Saint-Lambert-de-Lauzon, La Nouvelle-Beauce, Chaudière-Appalaches, Québec, G0S 2W0, Canada"
Shediac (Town),46.219454,-64.5492146,YQM,"Shediac, Shediac Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada"
Whitehead,45.2380635,-61.1901174,YPS,"Whitehead, Guysborough District Municipality, Guysborough County, Nova Scotia, Canada"
Ethelbert,51.5258932,-100.3957348,YDN,"Ethelbert, Division No. 17, Manitoba, Canada"
Whiteshell,50.024491,-95.4195391462556,YQK,"Whiteshell Provincial Park, Unorganized Division No. 1, Division No. 1, Manitoba, Canada"
Vauvert,48.7541433,-72.1233494,YDO,"Vauvert, Dolbeau-Mistassini, Maria-Chapdelaine, Saguenay–Lac-Saint-Jean, Québec, Canada"
Central Butte,50.7938303,-106.5078309,YMJ,"Central Butte, Division No. 7, Saskatchewan, S0H 0T0, Canada"
Lockport,50.0858311,-96.9424568,YWG,"Lockport, Rural Municipality of St. Andrews, Division No. 13, Manitoba, R1A 3H6, Canada"
Delia,51.63088355,-112.37164254688759,YCT,"Delia, Alberta, T0J 0W0, Canada"
Hampton,44.9033941,-65.3474783,YZX,"Hampton, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1L0, Canada"
Hearst,49.690732,-83.666382,YHF,"Hearst, Cochrane District, Northeastern Ontario, Ontario, P0L 1N0, Canada"
Saint-Benjamin,46.279343,-70.601578,YQB,"Saint-Benjamin, Les Etchemins, Chaudière-Appalaches, Québec, Canada"
Willisville,46.1302943,-81.7210771,YEM,"Willisville, Whitefish Falls, Unorganized North Sudbury, Sudbury District, Northeastern Ontario, Ontario, Canada"
Petite-Vallée,49.218956,-65.0365937,YGP,"Petite-Vallée, La Côte-de-Gaspé, Gaspésie–Îles-de-la-Madeleine, Québec, Canada"
Saint-Honoré,48.5333057,-71.0856828,YBG,"Saint-Honoré, Le Fjord-du-Saguenay, Saguenay–Lac-Saint-Jean, Québec, G0V 1L0, Canada"
Port Blandford,48.33867195,-54.17077090140052,YQX,"Port Blandford, Newfoundland, Newfoundland and Labrador, A0C 2G0, Canada"
Burwash Landing,61.3513197,-139.00945911763262,YDB,"Burwash Landing, Yukon, Y1A 3V4, Canada"
Maskinongé,46.4884529,-73.0348785,YRQ,"Maskinongé (MRC), Mauricie, Québec, Canada"
Grand Valley,43.8991217,-80.3152465,YKF,"Grand Valley, Dufferin County, Central Ontario, Ontario, Canada"
Amqui,48.4656706,-67.4315171,YME,"Amqui, La Matapédia, Bas-Saint-Laurent, Québec, Canada"
Fort McPherson,67.4364612,-134.883318,ZFM,"Fort McPherson, Gwich'in Settlement Area, Northwest Territories, X0E 0J0, Canada"
Edberg,52.7858126,-112.7850016,YEG,"Village of Edberg, Division No. 10, Alberta, Canada"
Upper Malagash,45.7666033,-63.4045932,YYG,"Upper Malagash, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0K 1E0, Canada"
Paris,43.193234,-80.384281,YKF,"Paris, Brant County, Ontario, N3L 2M3, Canada"
Havre-aux-Maisons,47.403573,-61.7959076,YGR,"Havre-aux-Maisons, Les Îles-de-la-Madeleine, Communauté maritime des Îles-de-la-Madeleine, Gaspésie–Îles-de-la-Madeleine, Québec, G4T 5G9, Canada"
Wallaceburg,42.5928652,-82.3873866,MTC,"Wallaceburg, Chatham-Kent, Ontario, N8A 2N8, Canada"
Chéticamp,46.6258587,-61.0157378,YQY,"Cheticamp, Municipality of the County of Inverness, Inverness County, Nova Scotia, B0E 1H0, Canada"
Saint-Henri-de-Lévis,46.71047445,-71.0600927215017,YQB,"Tourbière de Saint-Henri-de-Lévis, Saint-Henri, Bellechasse, Chaudière-Appalaches, Québec, Canada"
Disley,50.6395176,-105.0505988,YQR,"Disley, Division No. 6, Saskatchewan, Canada"
Egmondville,43.5426409,-81.4024553,YCE,"Egmondville, Huron East, Huron County, Ontario, N0K 1W0, Canada"
Clearwater,51.6503514,-120.0654595,ZMH,"Clearwater, Thompson-Nicola Regional District, British Columbia, Canada"
Shilo,49.8067973,-99.6388374,YBR,"CFB Shilo, Municipality of North Cypress – Langford, Division No. 7, Manitoba, R0K 2A0, Canada"
Dégelis,47.5475334,-68.6448598,WFK,"Dégelis, Témiscouata, Bas-Saint-Laurent, Québec, Canada"
Kugaaruk,68.5347371,-89.8122665,YBB,"ᑰᒑᕐᔪᒃ Kugaaruk, ᕿᑎᕐᒥᐅᑦ Kitikmeot Region, ᓄᓇᕗᑦ Nunavut, X0B 1K0, Canada"
Sicamous,50.8367991,-118.9826386,YSN,"Sicamous, Columbia-Shuswap Regional District, British Columbia, Canada"
Blomidon,45.2214455,-64.3691594,YZX,"Blomidon, Municipality of the County of Kings, Kings County, Nova Scotia, B0P 1T0, Canada"
Oxford,43.1227633,-80.775072,YXU,"Oxford County, Ontario, Canada"
Whitefish Bay,50.2601835,-92.3371238,YXL,"Wemitigoozhiiwitigwaaning / Whitefish Bay, Kenora District, Northwestern Ontario, Ontario, Canada"
Cap-Saint-Ignace,47.037332,-70.4581974,YML,"Cap-Saint-Ignace, Montmagny (MRC), Chaudière-Appalaches, Québec, G0R 1H0, Canada"
Salmon Arm,50.7005059,-119.2790529,YSN,"Salmon Arm, Columbia-Shuswap Regional District, British Columbia, Canada"
Baynes Lake,49.2290943,-115.2216444,YXC,"Baynes Lake, Area B (Lake Koocanusa), Regional District of East Kootenay, British Columbia, Canada"
New Perth,46.2120822,-62.6983515,YYG,"New Perth, Town of Three Rivers, Kings County, Prince Edward Island, Canada"
Marion Bridge,45.9807994,-60.2123061,YQY,"Marion Bridge, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
Red Earth,53.4569949,-102.8714374,YHB,"ᑳ ᒥᐦᑿᐢᑮᐘᑳᕽ Red Earth, Division No. 14, Saskatchewan, Canada"
Flesherton,44.2610602,-80.5457496,YOS,"Flesherton, Grey Highlands, Grey County, Ontario, N0C 1E0, Canada"
Tuwanek,49.5451796,-123.761678,ZNA,"Tuwanek, Sechelt, Sunshine Coast Regional District, British Columbia, V7Z 0P3, Canada"
Sainte-Geneviève-de-Berthier,46.0889312,-73.2073668,YRQ,"Sainte-Geneviève-de-Berthier, D'Autray, Lanaudière, Québec, Canada"
Shellbrook,53.22248,-106.387482,YPA,"Shellbrook, Division No. 16, Saskatchewan, S0J 2E0, Canada"
Barnwell,49.7595798,-112.2622938,YQL,"Village of Barnwell, Division No. 2, Alberta, Canada"
Nauwigewauk,45.4723929,-65.8945381,YSJ,"Nauwigewauk, Hampton Parish, Kings County, New Brunswick / Nouveau-Brunswick, E5N 6Z4, Canada"
Esler,52.1102618,-122.1878396,YWL,"Esler Road, Area E (South Lakeside/Dog Creek), Cariboo Regional District, British Columbia, V2G 3Z3, Canada"
Mount Currie,50.3188032,-122.720342,YWS,"líl̓wat / Mount Currie, Squamish-Lillooet Regional District, British Columbia, V0N 2K0, Canada"
Paradise,44.8697855,-65.2075188,YZX,"Paradise, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1R0, Canada"
Warner,49.261273,-112.1549402,YQL,"County of Warner, Alberta, Canada"
Capreol,46.705969,-80.922546,YSB,"Capreol, Greater Sudbury, Sudbury District, Northeastern Ontario, Ontario, Canada"
Brock,51.4412074,-108.7179691,YKY,"Brock, Division No. 13, Saskatchewan, Canada"
La Pocatière,47.369524,-70.035095,YML,"La Pocatière, Kamouraska (MRC), Bas-Saint-Laurent, Québec, G0R 1Z0, Canada"
Frenchvale,46.1012644,-60.3917916,YQY,"Frenchvale, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
Englee,50.75723575,-56.078483864607875,YAY,"Englee, Newfoundland, Newfoundland and Labrador, Canada"
Katepwa Beach,50.698197,-103.629913,YQR,"Katepwa Beach, Katepwa, Division No. 6, Saskatchewan, Canada"
Cape Broyle,47.0985784,-52.9382943,YYT,"Cape Broyle, Newfoundland, Newfoundland and Labrador, A0A 1P0, Canada"
Eureka,79.990159,-85.931368,YEU,"Eureka, ᕿᑭᖅᑖᓗᒃ Qikiqtaaluk Region, ᓄᓇᕗᑦ Nunavut, Canada"
Listuguj,48.0135617,-66.7012149,YCL,"Listuguj, Gaspésie–Îles-de-la-Madeleine, Québec, G0C 2R0, Canada"
Bay du Vin,47.0381794,-65.1472425,YCH,"Bay du Vin, Hardwicke Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, Canada"
Port Hardy,50.7244402,-127.4976081,YZT,"Port Hardy, Regional District of Mount Waddington, British Columbia, V0N 2P0, Canada"
Barrington,43.5645545,-65.5641098,YQI,"Barrington, Municipality of the District of Barrington, Shelburne County, Nova Scotia, Canada"
Saint Isidore,46.585058,-71.090469,YQB,"Saint-Isidore, La Nouvelle-Beauce, Chaudière-Appalaches, Québec, G0S 2S0, Canada"
Entwistle,53.5933854,-114.9912732,YZU,"Entwistle, Division No. 11, Alberta, T0E 0S0, Canada"
L'Étang-du-Nord,47.3725481,-61.9513422,YGR,"L'Étang du Nord, Les Îles-de-la-Madeleine, Communauté maritime des Îles-de-la-Madeleine, Gaspésie–Îles-de-la-Madeleine, Québec, G4T 3C7, Canada"
Manseau,46.367542,-72.003021,YRQ,"Manseau, Bécancour (MRC), Centre-du-Québec, Québec, G0X 1V0, Canada"
North Alton,45.0507721,-64.523188,YZX,"North Alton, Municipality of the County of Kings, Kings County, Nova Scotia, Canada"
Country Harbour Lake,45.3041727,-61.9145251,YPS,"Country Harbour Lake, St. Mary's District Municipality, Guysborough County, Nova Scotia, Canada"
Mindemoya,45.7328062,-82.166309,YEM,"Mindemoya, Central Manitoulin, Manitoulin District, Northeastern Ontario, Ontario, P0P 1S0, Canada"
Fort Nelson,58.8062066,-122.6942704,YYE,"Fort Nelson, Northern Rockies Regional Municipality, British Columbia, V0C 1R0, Canada"
Petit Rocher,47.7815088,-65.7175991,ZBF,"Petit Rocher, Beresford Parish, Gloucester County, New Brunswick / Nouveau-Brunswick, E8J 1S5, Canada"
Blues Mills,45.9253434,-61.1967046,YPS,"Blues Mills, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada"
Saint-Ulric,48.7881708,-67.6961193,YME,"Saint-Ulric, La Matanie, Bas-Saint-Laurent, Québec, Canada"
Nekaneet Cree Nation,49.833162400000006,-109.6472268642799,YXH,"ᑳ ᓃᑳᓃᐟ Nekaneet Cree Nation, Maple Creek No. 111, Division No. 4, Saskatchewan, Canada"
Haines Junction,60.7527212,-137.5100384,YHT,"Haines Junction, Yukon, Canada"
Saint-Marc-du-Lac-Long,47.39228545,-68.87859568090164,WFK,"Saint-Marc-du-Lac-Long, Témiscouata, Bas-Saint-Laurent, Québec, Canada"
Saint-Apollinaire,46.61195,-71.513786,YQB,"Saint-Apollinaire, Lotbinière (MRC), Chaudière-Appalaches, Québec, G0S 2E0, Canada"
Oak Point,50.5058822,-98.0298139,YPG,"Oak Point, Rural Municipality of St. Laurent, Division No. 18, Manitoba, Canada"
Saint-Georges (Lac-Saint-Jean-Est),48.5671861,-71.6713272,YTF,"Saint-Georges, Alma, Lac-Saint-Jean-Est, Saguenay–Lac-Saint-Jean, Québec, G8B 5T7, Canada"
Cloyne,44.8129778,-77.1841308,YGK,"Cloyne, North Frontenac, Frontenac County, Eastern Ontario, Ontario, K0H 1K0, Canada"
Tsawwassen,49.016667,-123.083333,YDT,"Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4M 2P3, Canada"
Five Islands,45.4118467,-64.0368922,YHZ,"Five Islands, Municipality of Colchester, Colchester County, Nova Scotia, B0M 1K0, Canada"
Port Stanton,44.7961026,-79.40611,YQA,"Port Stanton Parkway, Severn, Simcoe County, Central Ontario, Ontario, Canada"
Hammond,45.4415788,-75.2399439,YND,"Hammond, Clarence-Rockland, Prescott and Russell Counties, Eastern Ontario, Ontario, K0A 2A0, Canada"
East Coulee,51.338675,-112.4950579,YYC,"East Coulee, Division No. 5, Alberta, T0J 1B0, Canada"
Digby (County),44.3582675,-65.9107137,YDG,"Digby County, Nova Scotia, Canada"
New Victoria,46.25102,-60.1355978,YQY,"New Victoria, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B1H 1A0, Canada"
Clinton,46.4483936,-63.5478039,YSU,"Clinton, Queens County, Prince Edward Island, C0B 1M0, Canada"
Montmartre,50.2176095,-103.4483712,YQR,"Montmartre, Division No. 6, Saskatchewan, S0G 3M0, Canada"
Magnetawan,45.6651963,-79.6438541,YPD,"Magnetawan, Parry Sound District, Central Ontario, Ontario, P0A 1P0, Canada"
La Ronge,55.1005283,-105.2900485,YVC,"La Ronge, Division No. 18, Saskatchewan, S0J 1L0, Canada"
Legal,53.9487406,-113.5954265,YXD,"Legal, Division No. 11, Alberta, Canada"
South Mountain,46.8658,-60.425002,YQY,"South Mountain, Municipality of Victoria County, Victoria County, Nova Scotia, Canada"
Saint-Gabriel-de-Brandon,46.2833708,-73.36081772624922,YRQ,"Saint-Gabriel-de-Brandon, D'Autray, Lanaudière, Québec, Canada"
Wallacetown,42.6347332,-81.4653731,YQS,"Wallacetown, Dutton/Dunwich, Elgin County, Ontario, N0L 2M0, Canada"
Penniac,46.0346979,-66.5714368,YFC,"Penniac, Saint Marys Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E3A 8X3, Canada"
Carmangay,50.129796,-113.106741,YQL,"Village of Carmangay, Division No. 5, Alberta, Canada"
Buffalo Narrows,55.863418,-108.480754,YVT,"Buffalo Narrows, Division No. 18, Saskatchewan, S0M 0J0, Canada"
La Conception,46.1536793,-74.6931184,YTM,"La Conception, Les Laurentides, Laurentides, Québec, Canada"
Harbour Main,47.448316,-53.147211682236446,YYT,"Harbour Main, Harbour Main-Chapel's Cove-Lakeview, Harbour Main - Chapel's Cove - Lakeview, Newfoundland, Newfoundland and Labrador, Canada"
L'Ange-Gardien,46.916738,-71.091499,YQB,"L'Ange-Gardien, La Côte-de-Beaupré, Capitale-Nationale, Québec, G0A 2K0, Canada"
Sprague,49.0385014,-95.6429811,BDE,"Sprague, Rural Municipality of Piney, Division No. 1, Manitoba, R0A 1Z0, Canada"
Namur,45.8963473,-74.9303176,YTM,"Namur, Papineau, Outaouais, Québec, Canada"
Pointe-aux-Trembles-Ouest,46.6858743,-71.6610717,YQB,"Pointe-aux-Trembles-Ouest, Neuville, Portneuf (MRC), Capitale-Nationale, Québec, G3M 0K1, Canada"
Holdfast,50.9582535,-105.4215601,YMJ,"Holdfast, Division No. 6, Saskatchewan, S0G 2H0, Canada"
Domville,44.7611762,-75.5563617,OGS,"Domville, Augusta, Leeds and Grenville Counties, Eastern Ontario, Ontario, K0E 1X0, Canada"
Saint-Sauveur (Les Pays-d'en-Haut),45.894309,-74.158058,YMX,"Saint-Sauveur, Les Pays-d'en-Haut, Laurentides, Québec, Canada"
Torrance,44.9955309,-79.5692407,YQA,"Torrance, Muskoka Lakes Township, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, Canada"
Amiraults Hill,43.812731,-65.9763884,YQI,"Amiraults Hill, Argyle Municipal District, Yarmouth County, Nova Scotia, Canada"
Sagamok Indian Reserve 5,46.158988,-82.223764,YEL,"Sagamok, Algoma District, Northeastern Ontario, Ontario, Canada"
Coteau-du-Lac,45.2963957,-74.1782005,YCC,"Coteau-du-Lac, Vaudreuil-Soulanges, Montérégie, Québec, Canada"
Beauceville,46.210725,-70.774269,YQB,"Beauceville, Beauce-Centre, Chaudière-Appalaches, Québec, Canada"
Les Méchins,48.9991564,-66.9845841,YME,"Les Méchins, La Matanie, Bas-Saint-Laurent, Québec, G0J 1T0, Canada"
Forestburg,52.583333,-112.0664866,YCT,"Village of Forestburg, Division No. 7, Alberta, T0B 1N0, Canada"
Steep Rock,51.4416741,-98.7994461,YDN,"Steep Rock, Rural Municipality of Grahamdale, Division No. 18, Manitoba, Canada"
Rossendale,45.8079128,-63.8214991,YSU,"Rossendale, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, Canada"
Delson,45.3748635,-73.5412607,YHU,"Delson, Roussillon, Montérégie, Québec, Canada"
Pierceland,54.340278,-109.776944,YOD,"Pierceland, Division No. 17, Saskatchewan, S0M 2K0, Canada"
Lac-Saint-Paul,46.7314607,-75.3091123,YTM,"Lac-Saint-Paul, Antoine-Labelle, Laurentides, Québec, Canada"
Béthanie,45.5023397,-72.4368953,ZBM,"Béthanie, Acton, Montérégie, Québec, Canada"
Bury,45.4736374,-71.5011399,YSC,"Bury, Le Haut-Saint-François, Estrie, Québec, J0B 1J0, Canada"
Fortune,47.0727353,-55.8276433,MQC,"Fortune, Newfoundland, Newfoundland and Labrador, A0E 1P0, Canada"
Cap-Santé,46.6701717,-71.7751288,YQB,"Cap-Santé, Portneuf (MRC), Capitale-Nationale, Québec, Canada"
Woodville,45.0397181,-63.9370076,YHZ,"Woodville, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, Canada"
New Norway,52.8690148,-112.9521188,YEG,"New Norway, Division No. 10, Alberta, Canada"
Fortierville,46.487047,-72.032204,YRQ,"Fortierville, Bécancour (MRC), Centre-du-Québec, Québec, G0S 1J0, Canada"
Hanwell,45.9041525,-66.7524339,YFC,"Hanwell, Kingsclear Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, Canada"
Saint-André,47.6740589,-69.7280115,YRI,"Saint-André-de-Kamouraska, Kamouraska (MRC), Bas-Saint-Laurent, Québec, Canada"
Hillandale,45.3472278,-66.2250383,YSJ,"Hillandale, Grand Bay - Westfield, Grand Bay-Westfield, Westfield Parish, Kings County, New Brunswick / Nouveau-Brunswick, E5K 3C8, Canada"
Bon-Conseil,45.9933487,-72.39671298869769,YRQ,"Notre-Dame-du-Bon-Conseil (paroisse), Drummond, Centre-du-Québec, Québec, J0C 1A0, Canada"
Oungre,49.1448801,-103.8011643,YEN,"Oungre, Souris Valley No. 7, Division No. 2, Saskatchewan, Canada"
Channel-Port aux Basques,47.5776635,-59.1424188,YJT,"Channel-Port aux Basques, Newfoundland, Newfoundland and Labrador, A0M 1C0, Canada"
Dubuisson,48.1133027,-77.9472491,YVO,"Dubuisson, Val-d'Or, La Vallée-de-l'Or, Québec, J9P 4N7, Canada"
Mashteuiatsh,48.5759083,-72.2287743,YRJ,"Mashteuiatsh, Saguenay–Lac-Saint-Jean, Québec, G0W 2H0, Canada"
Port Bruce,42.6543305,-81.0088152,YQS,"Port Bruce, Elgin County, Ontario, N5H 2R4, Canada"
Halifax,44.648618,-63.5859487,YHZ,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
Bruderheim,53.8019065,-112.9281172,YXD,"Bruderheim, Town of Bruderheim, Alberta, T0B 0S0, Canada"
Saint-Jules-de-Beauce,46.223315,-70.947647,YQB,"Saint-Jules, Beauce-Centre, Chaudière-Appalaches, Québec, Canada"
Goodwin,55.214093,-118.1797559,YQU,"Goodwin, Division No. 18, Alberta, Canada"
Rencontre East,47.6376005,-55.2126135,MQC,"Rencontre East, Newfoundland, Newfoundland and Labrador, Canada"
Pincher Creek,49.4761993,-114.0374873,WPC,"Municipal District of Pincher Creek No. 9, Alberta, Canada"
South Esk,46.9532675,-65.6842732,YCH,"South Esk, Southesk Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, E1V 5G1, Canada"
Saint-Antoine-Abbé,45.0520583,-73.8882491,YUL,"Saint-Antoine-Abbé, Franklin, Le Haut-Saint-Laurent, Montérégie, Québec, J0S 1N0, Canada"
Kennetcook,45.1765917,-63.722377,YHZ,"Kennetcook, East Hants District Municipality, Hants County, Nova Scotia, Canada"
Stayner,44.4194642,-80.0904451,YLK,"Stayner, Clearview, Simcoe County, Central Ontario, Ontario, L0M 1S0, Canada"
Westdale,49.8556527,-97.3152494,YWG,"Westdale, Winnipeg, Division No. 11, Manitoba, R3K 1T6, Canada"
Morin-Heights,45.9024084,-74.249663,YMX,"Morin-Heights, Les Pays-d'en-Haut, Laurentides, Québec, J0R 1H0, Canada"
Saint-Thomas,46.0138485,-73.3508635,YHU,"Saint-Thomas, Joliette (MRC), Lanaudière, Québec, J0K 3L0, Canada"
